shipdate,productid,orderid,totalprice,PRODUCTID,PRODUCTGROUPNAME,campaignid,shipyear,freeshippingflag,channel,log_totalprice
2014-05-09 00:00:00,10844,1110060,29.95,10844,BOOK,2236,2014,N,WEB,3.3995293245614584
2015-03-04 00:00:00,13099,1253083,15.0,13099,BOOK,2173,2015,N,AD,2.70805020110221
2012-12-29 00:00:00,11194,1066453,20.7,11194,BOOK,2141,2012,N,PARTNER,3.0301337002713233
2014-09-03 00:00:00,11990,1145761,13.36,11990,BOOK,2141,2014,N,PARTNER,2.5922651681085
2015-08-20 00:00:00,10989,1367130,12.95,10989,BOOK,2236,2015,N,WEB,2.5610957881455465
2015-03-18 00:00:00,12490,1263151,17.95,12490,BOOK,2173,2015,N,AD,2.8875901149342877
2014-09-02 00:00:00,10005,1144213,14.4,10005,BOOK,2141,2014,N,PARTNER,2.667228206581955
2015-11-08 00:00:00,13385,1420205,6.99,13385,BOOK,2200,2015,N,PARTNER,1.944480556245719
2012-02-01 00:00:00,10930,1065146,14.4,10930,BOOK,2141,2012,N,PARTNER,2.667228206581955
2015-02-11 00:00:00,12121,1239033,125.0,12121,BOOK,2236,2015,N,WEB,4.8283137373023015
2012-01-17 00:00:00,11168,1063034,20.25,11168,BOOK,2141,2012,N,PARTNER,3.0081547935525483
2016-07-06 00:00:00,12480,1592114,16.95,12480,BOOK,2236,2016,N,WEB,2.830267833826459
2014-06-05 00:00:00,12005,1117123,26.95,12005,BOOK,2141,2014,N,PARTNER,3.2939832973550063
2014-01-07 00:00:00,11004,1090619,16.0,11004,BOOK,2236,2014,N,WEB,2.772588722239781
2015-07-09 00:00:00,11978,1338171,14.95,11978,BOOK,2236,2015,N,WEB,2.7047112998366956
2011-12-27 00:00:00,10007,1055323,0.0,10007,BOOK,2100,2011,N,INSERT,-inf
2010-12-13 00:00:00,11197,1004811,14.95,11197,BOOK,2141,2010,N,PARTNER,2.7047112998366956
2013-03-27 00:00:00,11169,1088043,13.5,11169,BOOK,2141,2013,N,PARTNER,2.6026896854443837
2013-12-05 00:00:00,11971,1100363,23.35,11971,BOOK,2141,2013,N,PARTNER,3.150596984114906
2013-12-18 00:00:00,11195,1094940,14.0,11195,BOOK,2236,2013,N,WEB,2.6390573296152584
2016-06-29 00:00:00,13101,1589135,13.95,13101,BOOK,2236,2016,N,WEB,2.6354795082673745
2014-01-13 00:00:00,10991,1091529,90.0,10991,BOOK,2236,2014,N,WEB,4.499809670330265
2011-12-07 00:00:00,11111,1049456,17.95,11111,BOOK,2173,2011,N,AD,2.8875901149342877
2014-12-10 00:00:00,12491,1187378,13.45,12491,BOOK,2141,2014,N,PARTNER,2.598979106047848
2012-12-12 00:00:00,10834,1064909,20.0,10834,BOOK,2173,2012,N,AD,2.995732273553991
2011-02-02 00:00:00,10939,1013744,14.95,10939,BOOK,2173,2011,N,AD,2.7047112998366956
2013-01-07 00:00:00,11060,1072164,26.95,11060,BOOK,2141,2013,N,PARTNER,3.2939832973550063
2014-10-12 00:00:00,12491,1148729,14.95,12491,BOOK,2236,2014,N,WEB,2.7047112998366956
2010-12-02 00:00:00,10942,1010184,12.5,10942,BOOK,2141,2010,N,PARTNER,2.5257286443082556
2010-11-01 00:00:00,11179,1030565,21.0,11179,BOOK,2204,2010,N,REFERRAL,3.044522437723423
2015-03-05 00:00:00,13101,1254077,11.92,13101,BOOK,2141,2015,N,PARTNER,2.4782176616372036
2015-02-27 00:00:00,12488,1247992,16.15,12488,BOOK,2141,2015,N,PARTNER,2.7819200496686656
2014-04-30 00:00:00,12005,1102836,29.95,12005,BOOK,2204,2014,N,REFERRAL,3.3995293245614584
2013-09-09 00:00:00,11205,1106846,26.0,11205,BOOK,2236,2013,N,WEB,3.258096538021482
2010-12-13 00:00:00,11197,1005631,12.5,11197,BOOK,2173,2010,N,AD,2.5257286443082556
2013-03-28 00:00:00,11160,1068331,17.0,11160,BOOK,2173,2013,N,AD,2.833213344056216
2012-01-25 00:00:00,10007,1066118,7.75,10007,BOOK,2141,2012,N,PARTNER,2.0476928433652555
2011-03-08 00:00:00,10834,1013003,18.0,10834,BOOK,2141,2011,N,PARTNER,2.8903717578961645
2010-12-06 00:00:00,11168,1008182,22.5,11168,BOOK,2141,2010,N,PARTNER,3.1135153092103742
2011-11-27 00:00:00,10928,1070000,15.25,10928,BOOK,2141,2011,N,PARTNER,2.7245795030534206
2010-12-17 00:00:00,10006,1016401,7.5,10006,BOOK,2141,2010,N,PARTNER,2.0149030205422647
2014-06-10 00:00:00,11987,1116088,16.15,11987,BOOK,2200,2014,N,PARTNER,2.7819200496686656
2016-01-18 00:00:00,13564,1471188,0.0,13564,BOOK,2141,2016,N,PARTNER,-inf
2014-10-21 00:00:00,11121,1148958,54.0,11121,BOOK,2141,2014,N,PARTNER,3.9889840465642745
2014-02-21 00:00:00,11969,1102644,10.75,11969,BOOK,2010,2014,N,INSERT,2.3749057545736716
2010-12-09 00:00:00,10834,1008554,25.0,10834,BOOK,2173,2010,N,AD,3.2188758248682006
2013-12-09 00:00:00,11985,1097050,16.16,11985,BOOK,2236,2013,N,WEB,2.7825390530929495
2015-06-10 00:00:00,13189,1315197,31.5,13189,BOOK,2141,2015,N,PARTNER,3.449987545831587
2012-11-16 00:00:00,10951,1053154,18.0,10951,BOOK,2141,2012,N,PARTNER,2.8903717578961645
2015-12-13 00:00:00,13629,1438284,31.5,13629,BOOK,2141,2015,N,PARTNER,3.449987545831587
2015-12-14 00:00:00,13630,1447235,10.05,13630,BOOK,2015,2015,N,PARTNER,2.307572634505085
2013-03-22 00:00:00,10008,1087188,10.95,10008,BOOK,2010,2013,N,INSERT,2.3933394562625097
2014-10-16 00:00:00,12491,1151096,11.96,12491,BOOK,2076,2014,Y,AD,2.481567748522486
2015-12-14 00:00:00,10005,1447403,16.0,10005,BOOK,2116,2015,Y,AD,2.772588722239781
2010-10-11 00:00:00,11168,1018801,112.5,11168,BOOK,2141,2010,N,PARTNER,4.722953221644475
2010-11-24 00:00:00,11168,1029698,22.5,11168,BOOK,2141,2010,N,PARTNER,3.1135153092103742
2011-06-20 00:00:00,11168,1042202,22.5,11168,BOOK,2173,2011,N,AD,3.1135153092103742
2013-12-19 00:00:00,10837,1076753,20.0,10837,BOOK,2236,2013,N,WEB,2.995732273553991
2013-12-17 00:00:00,11058,1072959,27.0,11058,BOOK,2141,2013,N,PARTNER,3.295836866004329
2012-10-09 00:00:00,10006,1065627,0.0,10006,BOOK,2237,2012,N,BULK,-inf
2014-03-18 00:00:00,11987,1107197,17.95,11987,BOOK,2236,2014,N,WEB,2.8875901149342877
2010-12-30 00:00:00,10942,1026581,25.9,10942,BOOK,2173,2010,N,AD,3.254242968705492
2012-03-19 00:00:00,11168,1044675,22.5,11168,BOOK,2173,2012,N,AD,3.1135153092103742
2015-04-20 00:00:00,13099,1286139,15.0,13099,BOOK,2236,2015,N,WEB,2.70805020110221
2012-11-19 00:00:00,11168,1048237,22.5,11168,BOOK,2173,2012,N,AD,3.1135153092103742
2016-04-05 00:00:00,13388,1527224,15.3,13388,BOOK,2141,2016,N,PARTNER,2.72785282839839
2013-08-30 00:00:00,11171,1098656,17.95,11171,BOOK,2236,2013,N,WEB,2.8875901149342877
2014-03-24 00:00:00,11969,1073293,21.5,11969,BOOK,2010,2014,N,INSERT,3.068052935133617
2015-04-28 00:00:00,12005,1292008,26.95,12005,BOOK,2064,2015,N,MAIL,3.2939832973550063
2014-02-21 00:00:00,11969,1101947,10.75,11969,BOOK,2141,2014,N,PARTNER,2.3749057545736716
2010-11-24 00:00:00,10006,1001010,7.5,10006,BOOK,2141,2010,N,PARTNER,2.0149030205422647
2013-12-27 00:00:00,11195,1071137,14.0,11195,BOOK,2236,2013,N,WEB,2.6390573296152584
2011-02-02 00:00:00,10982,1013439,10.0,10982,BOOK,2141,2011,N,PARTNER,2.302585092994046
2014-06-16 00:00:00,11197,1117415,14.95,11197,BOOK,2236,2014,N,WEB,2.7047112998366956
2013-07-15 00:00:00,11058,1094443,30.0,11058,BOOK,2236,2013,N,WEB,3.4011973816621555
2012-02-09 00:00:00,10943,1073870,13.45,10943,BOOK,2141,2012,N,PARTNER,2.598979106047848
2011-12-28 00:00:00,11172,1055251,39.95,11172,BOOK,2141,2011,N,PARTNER,3.6876286722122837
2015-12-15 00:00:00,13193,1448336,12.45,13193,BOOK,2141,2015,N,PARTNER,2.5217206229107165
2013-03-07 00:00:00,11169,1084201,13.5,11169,BOOK,2141,2013,N,PARTNER,2.6026896854443837
2012-11-14 00:00:00,10836,1052546,35.6,10836,BOOK,2236,2012,N,WEB,3.572345637857985
2011-12-19 00:00:00,11111,1053677,16.15,11111,BOOK,2141,2011,N,PARTNER,2.7819200496686656
2016-09-08 00:00:00,13794,1635123,13.5,13794,BOOK,2141,2016,N,PARTNER,2.6026896854443837
2011-11-09 00:00:00,10991,1080436,100.0,10991,BOOK,2141,2011,N,PARTNER,4.605170185988092
2011-02-22 00:00:00,10942,1018589,14.95,10942,BOOK,2173,2011,N,AD,2.7047112998366956
2015-12-20 00:00:00,11169,1453264,15.0,11169,BOOK,2236,2015,N,WEB,2.70805020110221
2012-01-09 00:00:00,11111,1062317,16.15,11111,BOOK,2141,2012,N,PARTNER,2.7819200496686656
2014-10-14 00:00:00,10983,1148008,10.36,10983,BOOK,2076,2014,Y,AD,2.337952236831337
2010-12-13 00:00:00,11197,1033100,14.95,11197,BOOK,2173,2010,N,AD,2.7047112998366956
2013-09-05 00:00:00,11200,1102382,17.05,11200,BOOK,2236,2013,N,WEB,2.8361502037295256
2015-01-12 00:00:00,12479,1214040,10.75,12479,BOOK,2141,2015,N,PARTNER,2.3749057545736716
2015-11-10 00:00:00,13099,1422128,15.0,13099,BOOK,2236,2015,N,WEB,2.70805020110221
2014-01-24 00:00:00,11984,1092028,16.0,11984,BOOK,2173,2014,N,AD,2.772588722239781
2015-02-16 00:00:00,12491,1240017,13.3,12491,BOOK,2141,2015,N,PARTNER,2.5877640352277083
2010-11-23 00:00:00,10837,1000333,17.5,10837,BOOK,2141,2010,N,PARTNER,2.8622008809294686
2013-04-23 00:00:00,11060,1094251,26.95,11060,BOOK,2141,2013,N,PARTNER,3.2939832973550063
2014-08-13 00:00:00,11986,1141284,19.95,11986,BOOK,2236,2014,N,WEB,2.9932291433358724
2013-02-27 00:00:00,10834,1082149,17.8,10834,BOOK,2236,2013,N,WEB,2.8791984572980396
2013-12-03 00:00:00,11006,1093135,31.45,11006,BOOK,2141,2013,N,PARTNER,3.4483989831464497
2011-12-21 00:00:00,10940,1055960,16.95,10940,BOOK,2236,2011,N,WEB,2.830267833826459
2012-06-08 00:00:00,11168,1056267,20.25,11168,BOOK,2141,2012,N,PARTNER,3.0081547935525483
2016-07-06 00:00:00,13389,1592249,26.95,13389,BOOK,2065,2016,N,AD,3.2939832973550063
2016-04-21 00:00:00,13860,1541114,25.0,13860,BOOK,2204,2016,N,REFERRAL,3.2188758248682006
2015-12-15 00:00:00,12822,1447236,0.0,12822,BOOK,2116,2015,Y,AD,-inf
2013-02-15 00:00:00,10944,1084096,13.3,10944,BOOK,2236,2013,N,WEB,2.5877640352277083
2013-06-03 00:00:00,11058,1084985,53.4,11058,BOOK,2236,2013,N,WEB,3.977810745966149
2015-11-04 00:00:00,13260,1418158,26.95,13260,BOOK,2141,2015,N,PARTNER,3.2939832973550063
2011-11-20 00:00:00,11111,1065489,17.95,11111,BOOK,2141,2011,N,PARTNER,2.8875901149342877
2016-05-31 00:00:00,13961,1568157,133.5,13961,BOOK,2141,2016,N,PARTNER,4.894101477840304
2014-11-11 00:00:00,11984,1164054,12.8,11984,BOOK,2076,2014,Y,AD,2.5494451709255714
2015-12-06 00:00:00,11986,1441148,19.95,11986,BOOK,2236,2015,N,WEB,2.9932291433358724
2012-01-30 00:00:00,10939,1069416,13.45,10939,BOOK,2141,2012,N,PARTNER,2.598979106047848
2015-06-22 00:00:00,12128,1324153,22.5,12128,BOOK,2064,2015,N,MAIL,3.1135153092103742
2014-01-10 00:00:00,11969,1089309,10.75,11969,BOOK,2141,2014,N,PARTNER,2.3749057545736716
2013-05-03 00:00:00,10941,1097604,16.95,10941,BOOK,2236,2013,N,WEB,2.830267833826459
2013-03-01 00:00:00,10960,1082164,13.95,10960,BOOK,2173,2013,N,AD,2.6354795082673745
2011-02-15 00:00:00,11168,1012933,20.25,11168,BOOK,2141,2011,N,PARTNER,3.0081547935525483
2014-11-06 00:00:00,10850,1161156,28.0,10850,BOOK,2076,2014,Y,AD,3.332204510175204
2010-01-18 00:00:00,11160,1037224,8.95,11160,BOOK,2173,2010,N,AD,2.191653532286764
2013-09-05 00:00:00,11205,1102645,26.0,11205,BOOK,2236,2013,N,WEB,3.258096538021482
2012-12-14 00:00:00,10929,1057431,16.95,10929,BOOK,2173,2012,N,AD,2.830267833826459
2015-01-13 00:00:00,12491,1215029,13.45,12491,BOOK,2141,2015,N,PARTNER,2.598979106047848
2015-04-28 00:00:00,13191,1292000,12.92,13191,BOOK,2141,2015,N,PARTNER,2.558776498354456
2010-12-13 00:00:00,11197,1005548,10.05,11197,BOOK,2141,2010,N,PARTNER,2.307572634505085
2013-04-03 00:00:00,11169,1089931,15.0,11169,BOOK,2236,2013,N,WEB,2.70805020110221
2014-06-27 00:00:00,11986,1119808,16.95,11986,BOOK,2010,2014,N,INSERT,2.830267833826459
2015-11-18 00:00:00,13627,1422137,0.0,13627,BOOK,2236,2015,N,WEB,-inf
2016-06-16 00:00:00,10850,1581148,35.0,10850,BOOK,2173,2016,N,AD,3.5553480614894135
2015-01-07 00:00:00,12003,1210019,12.6,12003,BOOK,2141,2015,N,PARTNER,2.533696813957432
2014-07-31 00:00:00,12005,1143342,26.95,12005,BOOK,2010,2014,N,INSERT,3.2939832973550063
2011-04-04 00:00:00,11055,1028494,16.15,11055,BOOK,2141,2011,N,PARTNER,2.7819200496686656
2011-01-17 00:00:00,11176,1003501,16.95,11176,BOOK,2236,2011,N,WEB,2.830267833826459
2013-03-28 00:00:00,11169,1088230,15.0,11169,BOOK,2236,2013,N,WEB,2.70805020110221
2014-12-15 00:00:00,11975,1192035,12.95,11975,BOOK,2236,2014,N,WEB,2.5610957881455465
2012-10-24 00:00:00,11168,1048829,20.25,11168,BOOK,2141,2012,N,PARTNER,3.0081547935525483
2011-03-23 00:00:00,11055,1025043,48.45,11055,BOOK,2141,2011,N,PARTNER,3.880532338336775
2015-11-22 00:00:00,11195,1430262,12.6,11195,BOOK,2141,2015,N,PARTNER,2.533696813957432
2011-04-04 00:00:00,11055,1028459,16.15,11055,BOOK,2141,2011,N,PARTNER,2.7819200496686656
2012-02-12 00:00:00,10982,1061132,10.0,10982,BOOK,2141,2012,N,PARTNER,2.302585092994046
2014-02-04 00:00:00,11013,1099140,15.26,11013,BOOK,2236,2014,N,WEB,2.725235025856311
2011-12-18 00:00:00,11168,1050869,22.5,11168,BOOK,2100,2011,N,INSERT,3.1135153092103742
2012-03-29 00:00:00,11055,1050146,16.15,11055,BOOK,2141,2012,N,PARTNER,2.7819200496686656
2012-04-24 00:00:00,11168,1053976,20.25,11168,BOOK,2141,2012,N,PARTNER,3.0081547935525483
2016-01-04 00:00:00,13388,1462142,17.0,13388,BOOK,2236,2016,N,WEB,2.833213344056216
2015-12-13 00:00:00,13629,1446155,35.0,13629,BOOK,2236,2015,N,WEB,3.5553480614894135
2011-01-04 00:00:00,11197,1017475,13.45,11197,BOOK,2141,2011,N,PARTNER,2.598979106047848
2014-04-02 00:00:00,11984,1075088,14.4,11984,BOOK,2141,2014,N,PARTNER,2.667228206581955
2014-03-26 00:00:00,11969,1076154,11.95,11969,BOOK,2236,2014,N,WEB,2.4807312783775197
2010-11-03 00:00:00,10837,1030569,17.5,10837,BOOK,2173,2010,N,AD,2.8622008809294686
2014-07-29 00:00:00,11111,1122775,16.23,11111,BOOK,2141,2014,N,PARTNER,2.7868613815264998
2014-09-17 00:00:00,12490,1144930,16.15,12490,BOOK,2141,2014,N,PARTNER,2.7819200496686656
2012-07-09 00:00:00,10984,1064248,15.0,10984,BOOK,2141,2012,N,PARTNER,2.70805020110221
2012-08-23 00:00:00,11168,1068945,20.25,11168,BOOK,2141,2012,N,PARTNER,3.0081547935525483
2010-12-07 00:00:00,10942,1001617,12.5,10942,BOOK,2141,2010,N,PARTNER,2.5257286443082556
2013-04-23 00:00:00,10008,1097559,10.95,10008,BOOK,2010,2013,N,INSERT,2.3933394562625097
2015-06-21 00:00:00,13100,1323173,23.0,13100,BOOK,2141,2015,N,PARTNER,3.1354942159291497
2012-06-20 00:00:00,10961,1061812,22.45,10961,BOOK,2141,2012,N,PARTNER,3.1112906141882632
2015-12-08 00:00:00,13627,1443189,11.95,13627,BOOK,2236,2015,N,WEB,2.4807312783775197
2013-09-12 00:00:00,11012,1108299,16.95,11012,BOOK,2173,2013,N,AD,2.830267833826459
2014-10-21 00:00:00,10991,1151584,100.0,10991,BOOK,2236,2014,N,WEB,4.605170185988092
2013-04-16 00:00:00,10844,1096129,29.95,10844,BOOK,2236,2013,N,WEB,3.3995293245614584
2010-12-27 00:00:00,11176,1026133,13.0,11176,BOOK,2173,2010,N,AD,2.5649493574615367
2015-05-28 00:00:00,12005,1306344,47.92,12005,BOOK,2033,2015,N,PARTNER,3.869532953807194
2012-02-27 00:00:00,10940,1045354,13.45,10940,BOOK,2141,2012,N,PARTNER,2.598979106047848
2011-11-22 00:00:00,11172,1077111,39.95,11172,BOOK,2173,2011,N,AD,3.6876286722122837
2011-11-21 00:00:00,11111,1076514,16.16,11111,BOOK,2141,2011,N,PARTNER,2.7825390530929495
2013-06-21 00:00:00,11169,1090194,13.5,11169,BOOK,2236,2013,N,WEB,2.6026896854443837
2014-03-13 00:00:00,11018,1110014,23.4,11018,BOOK,2236,2014,N,WEB,3.152736022363656
2015-06-30 00:00:00,11990,1331130,15.0,11990,BOOK,2236,2015,N,WEB,2.70805020110221
2014-11-12 00:00:00,12495,1165045,35.0,12495,BOOK,2173,2014,N,AD,3.5553480614894135
2013-11-20 00:00:00,11991,1075553,117.0,11991,BOOK,2141,2013,N,PARTNER,4.762173934797756
2014-01-29 00:00:00,11969,1093655,10.76,11969,BOOK,2236,2014,N,WEB,2.3758355547336385
2015-12-09 00:00:00,11994,1444262,19.71,11994,BOOK,2015,2015,N,PARTNER,2.9811261211646287
2010-09-28 00:00:00,11179,1017468,18.0,11179,BOOK,2141,2010,N,PARTNER,2.8903717578961645
2014-05-02 00:00:00,11171,1107283,18.29,11171,BOOK,2141,2014,N,PARTNER,2.906354462402774
2013-12-11 00:00:00,12005,1113030,29.95,12005,BOOK,2236,2013,N,WEB,3.3995293245614584
2014-01-27 00:00:00,11969,1093418,10.76,11969,BOOK,2236,2014,N,WEB,2.3758355547336385
2014-03-03 00:00:00,11993,1108201,20.0,11993,BOOK,2236,2014,N,WEB,2.995732273553991
2011-12-28 00:00:00,10940,1057849,13.45,10940,BOOK,2141,2011,N,PARTNER,2.598979106047848
2010-11-15 00:00:00,11196,1033018,14.95,11196,BOOK,2173,2010,N,AD,2.7047112998366956
2011-11-17 00:00:00,11172,1073719,19.98,11172,BOOK,2173,2011,N,AD,2.9947317732204075
2012-12-17 00:00:00,11168,1066055,45.0,11168,BOOK,2173,2012,N,AD,3.8066624897703196
2014-02-19 00:00:00,10005,1100722,14.4,10005,BOOK,2141,2014,N,PARTNER,2.667228206581955
2015-12-13 00:00:00,13629,1446747,0.0,13629,BOOK,2141,2015,N,PARTNER,-inf
2014-01-30 00:00:00,11978,1096837,13.46,11978,BOOK,2141,2014,N,PARTNER,2.599722324216582
2014-10-29 00:00:00,12479,1153108,0.0,12479,BOOK,2236,2014,N,WEB,-inf
2012-07-03 00:00:00,11168,1063346,22.5,11168,BOOK,2204,2012,N,REFERRAL,3.1135153092103742
2010-07-02 00:00:00,10010,1010286,10.95,10010,BOOK,2141,2010,N,PARTNER,2.3933394562625097
2012-12-17 00:00:00,10005,1062967,14.24,10005,BOOK,2236,2012,N,WEB,2.65605490598383
2011-01-25 00:00:00,11179,1009346,18.9,11179,BOOK,2141,2011,N,PARTNER,2.9391619220655967
2013-12-13 00:00:00,12005,1112877,26.96,12005,BOOK,2236,2013,N,WEB,3.2943542860441064
2010-10-11 00:00:00,11168,1033432,22.5,11168,BOOK,2141,2010,N,PARTNER,3.1135153092103742
2016-06-08 00:00:00,13629,1574121,31.5,13629,BOOK,2112,2016,N,AD,3.449987545831587
2010-10-11 00:00:00,11168,1025610,45.0,11168,BOOK,2141,2010,N,PARTNER,3.8066624897703196
2011-07-21 00:00:00,11168,1046159,20.25,11168,BOOK,2141,2011,N,PARTNER,3.0081547935525483
2013-04-15 00:00:00,11169,1095883,15.0,11169,BOOK,2173,2013,N,AD,2.70805020110221
2011-12-30 00:00:00,10943,1061009,13.45,10943,BOOK,2141,2011,N,PARTNER,2.598979106047848
2015-12-15 00:00:00,13193,1448141,14.95,13193,BOOK,2236,2015,N,WEB,2.7047112998366956
2016-06-22 00:00:00,13099,1584186,13.5,13099,BOOK,2141,2016,N,PARTNER,2.6026896854443837
2012-04-18 00:00:00,10821,1051661,18.0,10821,BOOK,2236,2012,N,WEB,2.8903717578961645
2012-08-21 00:00:00,11194,1068857,20.7,11194,BOOK,2141,2012,N,PARTNER,3.0301337002713233
